country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Liberia,LR,LBR,430,Exclusively Breastfed for the First Two Days After Birth,2007,74.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Liberia,LR,LBR,430,Exclusively Breastfed for the First Two Days After Birth,2013,87.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Liberia,LR,LBR,430,Exclusively Breastfed for the First Two Days After Birth,2019,88.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Liberia,LR,LBR,430,Exclusively Breastfed for the First Two Days After Birth,2007,73.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Liberia,LR,LBR,430,Exclusively Breastfed for the First Two Days After Birth,2013,87.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Liberia,LR,LBR,430,Exclusively Breastfed for the First Two Days After Birth,2019,87.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2004,60.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2009,74.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2018,65.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2004,59.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2009,72.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2018,66.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2004,59.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2009,73.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Madagascar,MG,MDG,450,Exclusively Breastfed for the First Two Days After Birth,2018,66.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2000,89.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2004,94.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2010,96.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2015,94.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2000,90.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2004,92.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2010,95.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2015,94.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2000,89.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2004,93.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2010,95.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2014,96.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Malawi,MW,MWI,454,Exclusively Breastfed for the First Two Days After Birth,2015,94.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Maldives,MV,MDV,462,Exclusively Breastfed for the First Two Days After Birth,2009,84.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Maldives,MV,MDV,462,Exclusively Breastfed for the First Two Days After Birth,2017,87.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Maldives,MV,MDV,462,Exclusively Breastfed for the First Two Days After Birth,2009,83.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Maldives,MV,MDV,462,Exclusively Breastfed for the First Two Days After Birth,2017,80.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Maldives,MV,MDV,462,Exclusively Breastfed for the First Two Days After Birth,2009,84.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Maldives,MV,MDV,462,Exclusively Breastfed for the First Two Days After Birth,2017,83.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2001,32.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2006,54.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2018,73.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2001,33.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2006,49.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2018,73.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2001,32.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2006,51.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2010,71.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2015,69.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mali,ML,MLI,466,Exclusively Breastfed for the First Two Days After Birth,2018,73.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mauritania,MR,MRT,478,Exclusively Breastfed for the First Two Days After Birth,2011,58.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mauritania,MR,MRT,478,Exclusively Breastfed for the First Two Days After Birth,2015,68.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mexico,MX,MEX,484,Exclusively Breastfed for the First Two Days After Birth,2015,63.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mongolia,MN,MNG,496,Exclusively Breastfed for the First Two Days After Birth,2018,75.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mongolia,MN,MNG,496,Exclusively Breastfed for the First Two Days After Birth,2018,73.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mongolia,MN,MNG,496,Exclusively Breastfed for the First Two Days After Birth,2010,88.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mongolia,MN,MNG,496,Exclusively Breastfed for the First Two Days After Birth,2013,71.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mongolia,MN,MNG,496,Exclusively Breastfed for the First Two Days After Birth,2018,74.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Montenegro,ME,MNE,499,Exclusively Breastfed for the First Two Days After Birth,2013,45.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Montenegro,ME,MNE,499,Exclusively Breastfed for the First Two Days After Birth,2018,44.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Morocco,MA,MAR,504,Exclusively Breastfed for the First Two Days After Birth,2003,32.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Morocco,MA,MAR,504,Exclusively Breastfed for the First Two Days After Birth,2003,32.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Morocco,MA,MAR,504,Exclusively Breastfed for the First Two Days After Birth,2003,32.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mozambique,MZ,MOZ,508,Exclusively Breastfed for the First Two Days After Birth,2003,83.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mozambique,MZ,MOZ,508,Exclusively Breastfed for the First Two Days After Birth,2011,92.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mozambique,MZ,MOZ,508,Exclusively Breastfed for the First Two Days After Birth,2003,81.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mozambique,MZ,MOZ,508,Exclusively Breastfed for the First Two Days After Birth,2011,91.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mozambique,MZ,MOZ,508,Exclusively Breastfed for the First Two Days After Birth,2003,82.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Mozambique,MZ,MOZ,508,Exclusively Breastfed for the First Two Days After Birth,2011,91.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Myanmar,MM,MMR,104,Exclusively Breastfed for the First Two Days After Birth,2016,80.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Burma,MM,MMR,104,Exclusively Breastfed for the First Two Days After Birth,2016,80.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Myanmar,MM,MMR,104,Exclusively Breastfed for the First Two Days After Birth,2016,75.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Burma,MM,MMR,104,Exclusively Breastfed for the First Two Days After Birth,2016,75.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Myanmar,MM,MMR,104,Exclusively Breastfed for the First Two Days After Birth,2016,78.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Burma,MM,MMR,104,Exclusively Breastfed for the First Two Days After Birth,2016,78.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Namibia,,NAM,516,Exclusively Breastfed for the First Two Days After Birth,2007,80.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Namibia,,NAM,516,Exclusively Breastfed for the First Two Days After Birth,2013,85.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Namibia,,NAM,516,Exclusively Breastfed for the First Two Days After Birth,2007,78.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Namibia,,NAM,516,Exclusively Breastfed for the First Two Days After Birth,2013,85.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Namibia,,NAM,516,Exclusively Breastfed for the First Two Days After Birth,2007,79.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Namibia,,NAM,516,Exclusively Breastfed for the First Two Days After Birth,2013,85.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2001,60.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2006,60.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2011,69.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2016,71.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2019,81.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2001,59.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2006,61.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2011,72.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2016,70.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2019,80.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2001,59.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2006,61.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2011,70.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2014,81.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2016,70.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nepal,NP,NPL,524,Exclusively Breastfed for the First Two Days After Birth,2019,80.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nicaragua,NI,NIC,558,Exclusively Breastfed for the First Two Days After Birth,2001,75.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nicaragua,NI,NIC,558,Exclusively Breastfed for the First Two Days After Birth,2001,76.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nicaragua,NI,NIC,558,Exclusively Breastfed for the First Two Days After Birth,2001,75.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Niger,NE,NER,562,Exclusively Breastfed for the First Two Days After Birth,2006,17.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Niger,NE,NER,562,Exclusively Breastfed for the First Two Days After Birth,2012,50.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Niger,NE,NER,562,Exclusively Breastfed for the First Two Days After Birth,2006,21.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Niger,NE,NER,562,Exclusively Breastfed for the First Two Days After Birth,2012,49.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Niger,NE,NER,562,Exclusively Breastfed for the First Two Days After Birth,2006,19.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Niger,NE,NER,562,Exclusively Breastfed for the First Two Days After Birth,2012,49.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2003,33.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2008,42.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2013,37.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2018,50.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2003,32.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2008,41.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2013,36.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2018,49.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2003,32.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2008,42.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2011,37.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2013,37.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2016,42.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Nigeria,NG,NGA,566,Exclusively Breastfed for the First Two Days After Birth,2018,49.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Exclusively Breastfed for the First Two Days After Birth,2019,34.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Exclusively Breastfed for the First Two Days After Birth,2019,24.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Exclusively Breastfed for the First Two Days After Birth,2011,60.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Exclusively Breastfed for the First Two Days After Birth,2019,28.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2006,31.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2013,24.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2018,23.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2006,29.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2013,22.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2018,22.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2006,30.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2013,23.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Pakistan,PK,PAK,586,Exclusively Breastfed for the First Two Days After Birth,2018,22.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Panama,PA,PAN,591,Exclusively Breastfed for the First Two Days After Birth,2013,65.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Papua New Guinea,PG,PNG,598,Exclusively Breastfed for the First Two Days After Birth,2017,80.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Papua New Guinea,PG,PNG,598,Exclusively Breastfed for the First Two Days After Birth,2017,77.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Papua New Guinea,PG,PNG,598,Exclusively Breastfed for the First Two Days After Birth,2017,78.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Paraguay,PY,PRY,600,Exclusively Breastfed for the First Two Days After Birth,2016,68.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2000,70.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2007,71.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2009,67.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2010,69.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2011,66.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2012,61.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2019,56.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2000,71.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2007,66.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2009,66.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2010,67.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2011,60.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2012,61.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2019,57.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2000,71.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2007,69.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2009,66.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2010,68.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2011,63.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2012,61.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Peru,PE,PER,604,Exclusively Breastfed for the First Two Days After Birth,2019,56.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2003,53.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2008,43.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2013,60.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2017,71.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2003,51.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2008,40.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2013,58.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2017,70.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2003,52.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2008,42.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2013,59.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Philippines,PH,PHL,608,Exclusively Breastfed for the First Two Days After Birth,2017,70.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Qatar,QA,QAT,634,Exclusively Breastfed for the First Two Days After Birth,2012,57.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Moldova, Republic of",MD,MDA,498,Exclusively Breastfed for the First Two Days After Birth,2005,89.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Moldova, Republic of",MD,MDA,498,Exclusively Breastfed for the First Two Days After Birth,2005,89.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Moldova, Republic of",MD,MDA,498,Exclusively Breastfed for the First Two Days After Birth,2005,89.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Moldova, Republic of",MD,MDA,498,Exclusively Breastfed for the First Two Days After Birth,2012,72.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Rwanda,RW,RWA,646,Exclusively Breastfed for the First Two Days After Birth,2010,84.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Rwanda,RW,RWA,646,Exclusively Breastfed for the First Two Days After Birth,2015,94.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Rwanda,RW,RWA,646,Exclusively Breastfed for the First Two Days After Birth,2010,84.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
